transcript_id	counts
ENST00000314674.7|ENSG00000112339.15|OTTHUMG00000015626.6|OTTHUMT00000042341.2|HBS1L-201|HBS1L|980|protein_coding|	32
ENST00000524715.5|ENSG00000112339.15|OTTHUMG00000015626.6|OTTHUMT00000391469.2|HBS1L-207|HBS1L|551|protein_coding|	5
ENST00000529882.5|ENSG00000112339.15|OTTHUMG00000015626.6|OTTHUMT00000391470.2|HBS1L-215|HBS1L|544|protein_coding|	8
ENST00000367820.6|ENSG00000112339.15|OTTHUMG00000015626.6|OTTHUMT00000391471.1|HBS1L-202|HBS1L|638|protein_coding|	17
ENST00000421450.2|ENSG00000118503.18|OTTHUMG00000015664.4|OTTHUMT00000042415.2|TNFAIP3-203|TNFAIP3|4689|protein_coding|	10
ENST00000612899.5|ENSG00000118503.18|OTTHUMG00000015664.4|OTTHUMT00000504260.2|TNFAIP3-206|TNFAIP3|4665|protein_coding|	23
ENST00000698329.1|ENSG00000118503.18|OTTHUMG00000015664.4|-|TNFAIP3-207|TNFAIP3|5432|retained_intron|	14
ENST00000237289.8|ENSG00000118503.18|OTTHUMG00000015664.4|OTTHUMT00000042414.1|TNFAIP3-201|TNFAIP3|4432|protein_coding|	24
ENST00000698330.1|ENSG00000118503.18|OTTHUMG00000015664.4|-|TNFAIP3-208|TNFAIP3|336|protein_coding_CDS_not_defined|	10
ENST00000321680.11|ENSG00000164506.16|OTTHUMG00000015766.4|OTTHUMT00000042606.2|STXBP5-201|STXBP5|9290|protein_coding|	386
ENST00000546097.5|ENSG00000164506.16|OTTHUMG00000015766.4|-|STXBP5-207|STXBP5|2160|protein_coding|	503
ENST00000367481.7|ENSG00000164506.16|OTTHUMG00000015766.4|OTTHUMT00000042605.2|STXBP5-204|STXBP5|9177|protein_coding|	758
ENST00000367475.7|ENSG00000164506.16|OTTHUMG00000015766.4|OTTHUMT00000042609.2|STXBP5-202|STXBP5|8338|nonsense_mediated_decay|	548
ENST00000392291.2|ENSG00000164506.16|OTTHUMG00000015766.4|OTTHUMT00000042608.2|STXBP5-205|STXBP5|791|protein_coding_CDS_not_defined|	674
ENST00000443556.2|ENSG00000164506.16|OTTHUMG00000015766.4|OTTHUMT00000042603.1|STXBP5-206|STXBP5|8727|retained_intron|	367
ENST00000458251.1|ENSG00000178199.14|OTTHUMG00000015786.6|OTTHUMT00000330099.1|ZC3H12D-203|ZC3H12D|810|protein_coding|	158
ENST00000409948.1|ENSG00000178199.14|OTTHUMG00000015786.6|OTTHUMT00000042640.2|ZC3H12D-202|ZC3H12D|753|protein_coding|	16
ENST00000462655.1|ENSG00000178199.14|OTTHUMG00000015786.6|OTTHUMT00000330098.1|ZC3H12D-204|ZC3H12D|803|protein_coding_CDS_not_defined|	50
ENST00000367186.7|ENSG00000213079.10|OTTHUMG00000015877.2|-|SCAF8-202|SCAF8|4908|protein_coding|	20
ENST00000417268.3|ENSG00000213079.10|OTTHUMG00000015877.2|-|SCAF8-203|SCAF8|4944|protein_coding|	12
ENST00000367178.8|ENSG00000213079.10|OTTHUMG00000015877.2|OTTHUMT00000042798.2|SCAF8-201|SCAF8|5127|protein_coding|	62
ENST00000464628.1|ENSG00000213079.10|OTTHUMG00000015877.2|OTTHUMT00000042800.1|SCAF8-205|SCAF8|468|protein_coding_CDS_not_defined|	32
ENST00000479234.1|ENSG00000213079.10|OTTHUMG00000015877.2|OTTHUMT00000042801.1|SCAF8-206|SCAF8|281|protein_coding_CDS_not_defined|	6
ENST00000675446.1|ENSG00000288638.1|-|-|LNCDAT-204|LNCDAT|3061|lncRNA|	11
ENST00000675895.1|ENSG00000288638.1|-|-|LNCDAT-206|LNCDAT|568|lncRNA|	7
ENST00000674611.1|ENSG00000288638.1|-|-|LNCDAT-201|LNCDAT|3159|lncRNA|	7
ENST00000676186.1|ENSG00000288638.1|-|-|LNCDAT-207|LNCDAT|1967|lncRNA|	61
ENST00000675059.1|ENSG00000288638.1|-|-|LNCDAT-202|LNCDAT|1339|lncRNA|	18
ENST00000675188.1|ENSG00000288638.1|-|-|LNCDAT-203|LNCDAT|1440|lncRNA|	32
ENST00000360961.11|ENSG00000060762.20|OTTHUMG00000015999.3|OTTHUMT00000043052.2|MPC1-201|MPC1|904|protein_coding|	87
ENST00000487218.5|ENSG00000060762.20|OTTHUMG00000015999.3|OTTHUMT00000043054.1|MPC1-204|MPC1|918|protein_coding_CDS_not_defined|	32
ENST00000452622.1|ENSG00000223855.4|OTTHUMG00000151410.4|OTTHUMT00000322522.1|PDGFA-DT-201|PDGFA-DT|3506|lncRNA|	83
ENST00000663680.2|ENSG00000223855.4|OTTHUMG00000151410.4|OTTHUMT00000518092.1|PDGFA-DT-204|PDGFA-DT|754|lncRNA|	24
ENST00000656962.1|ENSG00000223855.4|OTTHUMG00000151410.4|OTTHUMT00000508912.1|PDGFA-DT-202|PDGFA-DT|1200|lncRNA|	7
ENST00000702988.1|ENSG00000223855.4|OTTHUMG00000151410.4|-|PDGFA-DT-209|PDGFA-DT|850|lncRNA|	7
ENST00000265857.8|ENSG00000239857.7|OTTHUMG00000112459.13|OTTHUMT00000231930.2|GET4-201|GET4|2090|protein_coding|	24
ENST00000426056.1|ENSG00000239857.7|OTTHUMG00000112459.13|OTTHUMT00000322684.3|GET4-204|GET4|502|protein_coding|	63
ENST00000483469.1|ENSG00000239857.7|OTTHUMG00000112459.13|OTTHUMT00000322687.1|GET4-207|GET4|370|retained_intron|	10
ENST00000464468.1|ENSG00000239857.7|OTTHUMG00000112459.13|OTTHUMT00000322685.1|GET4-206|GET4|676|retained_intron|	56
ENST00000396872.8|ENSG00000164638.11|OTTHUMG00000023797.7|OTTHUMT00000060118.6|SLC29A4-202|SLC29A4|5714|protein_coding|	6
ENST00000444741.5|ENSG00000164638.11|OTTHUMG00000023797.7|OTTHUMT00000324001.2|SLC29A4-206|SLC29A4|585|protein_coding|	20
ENST00000406453.3|ENSG00000164638.11|OTTHUMG00000023797.7|OTTHUMT00000323999.1|SLC29A4-203|SLC29A4|2734|protein_coding|	30
ENST00000686456.1|ENSG00000291099.1|-|-|ENST00000686456|ENSG00000291099|1068|lncRNA|	26
ENST00000690822.1|ENSG00000291099.1|-|-|ENST00000690822|ENSG00000291099|1137|lncRNA|	25
ENST00000442665.1|ENSG00000291099.1|-|OTTHUMT00000340388.1|ENST00000442665|ENSG00000291099|582|lncRNA|	15
ENST00000702370.1|ENSG00000291099.1|-|-|ENST00000702370|ENSG00000291099|1501|lncRNA|	22
ENST00000434898.6|ENSG00000235944.11|OTTHUMG00000155501.3|OTTHUMT00000340384.2|ZNF815P-201|ZNF815P|1737|transcribed_unprocessed_pseudogene|	15
ENST00000337579.4|ENSG00000155026.17|OTTHUMG00000152378.7|-|RSPH10B-201|RSPH10B|2923|protein_coding|	12
ENST00000405415.5|ENSG00000155026.17|OTTHUMG00000152378.7|OTTHUMT00000325465.2|RSPH10B-203|RSPH10B|3222|protein_coding|	22
ENST00000535104.5|ENSG00000155026.17|OTTHUMG00000152378.7|OTTHUMT00000399461.1|RSPH10B-206|RSPH10B|1732|protein_coding_CDS_not_defined|	7
ENST00000541997.5|ENSG00000155026.17|OTTHUMG00000152378.7|OTTHUMT00000399462.1|RSPH10B-209|RSPH10B|669|protein_coding_CDS_not_defined|	11
ENST00000477641.1|ENSG00000155026.17|OTTHUMG00000152378.7|OTTHUMT00000340370.1|RSPH10B-205|RSPH10B|574|retained_intron|	9
ENST00000542644.1|ENSG00000155026.17|OTTHUMG00000152378.7|OTTHUMT00000399464.2|RSPH10B-210|RSPH10B|646|protein_coding|	10
ENST00000455618.2|ENSG00000155026.17|OTTHUMG00000152378.7|OTTHUMT00000399465.2|RSPH10B-204|RSPH10B|448|protein_coding|	10
ENST00000404360.5|ENSG00000164631.19|OTTHUMG00000151910.4|OTTHUMT00000324374.1|ZNF12-203|ZNF12|4474|protein_coding|	6
ENST00000491565.1|ENSG00000164631.19|OTTHUMG00000151910.4|OTTHUMT00000324376.1|ZNF12-205|ZNF12|322|protein_coding_CDS_not_defined|	125
ENST00000642461.1|ENSG00000106443.17|OTTHUMG00000150463.5|OTTHUMT00000497042.1|PHF14-216|PHF14|9869|protein_coding|	31
ENST00000521747.5|ENSG00000106443.17|OTTHUMG00000150463.5|OTTHUMT00000376003.2|PHF14-214|PHF14|2479|nonsense_mediated_decay|	24
ENST00000403050.7|ENSG00000106443.17|OTTHUMG00000150463.5|OTTHUMT00000318212.1|PHF14-201|PHF14|4276|protein_coding|	10
ENST00000423760.6|ENSG00000106443.17|OTTHUMG00000150463.5|OTTHUMT00000318213.2|PHF14-202|PHF14|2627|nonsense_mediated_decay|	2
ENST00000490957.5|ENSG00000106443.17|OTTHUMG00000150463.5|OTTHUMT00000325845.1|PHF14-210|PHF14|4058|retained_intron|	29
ENST00000470665.5|ENSG00000106443.17|OTTHUMG00000150463.5|OTTHUMT00000318217.1|PHF14-204|PHF14|1005|retained_intron|	11
ENST00000607050.1|ENSG00000105877.19|OTTHUMG00000152524.9|OTTHUMT00000470717.1|DNAH11-209|DNAH11|485|protein_coding_CDS_not_defined|	18
ENST00000465593.1|ENSG00000105877.19|OTTHUMG00000152524.9|OTTHUMT00000326779.2|DNAH11-204|DNAH11|734|protein_coding_CDS_not_defined|	18
ENST00000465129.1|ENSG00000105877.19|OTTHUMG00000152524.9|OTTHUMT00000326781.2|DNAH11-203|DNAH11|418|protein_coding_CDS_not_defined|	22
ENST00000605912.1|ENSG00000105877.19|OTTHUMG00000152524.9|OTTHUMT00000470718.2|DNAH11-208|DNAH11|524|protein_coding|	7
ENST00000607413.5|ENSG00000105877.19|OTTHUMG00000152524.9|OTTHUMT00000470719.2|DNAH11-210|DNAH11|583|protein_coding_CDS_not_defined|	8
ENST00000421290.1|ENSG00000105877.19|OTTHUMG00000152524.9|OTTHUMT00000326583.2|DNAH11-202|DNAH11|544|protein_coding_CDS_not_defined|	38
ENST00000468825.1|ENSG00000136237.20|OTTHUMG00000152525.11|OTTHUMT00000326599.1|RAPGEF5-207|RAPGEF5|582|retained_intron|	12
ENST00000420196.5|ENSG00000136237.20|OTTHUMG00000152525.11|OTTHUMT00000326598.6|RAPGEF5-204|RAPGEF5|660|protein_coding|	129
ENST00000405243.1|ENSG00000136237.20|OTTHUMG00000152525.11|OTTHUMT00000326591.1|RAPGEF5-203|RAPGEF5|2800|protein_coding|	44
ENST00000409761.5|ENSG00000105926.16|OTTHUMG00000023507.11|OTTHUMT00000326850.2|PALS2-203|PALS2|1703|protein_coding|	39
ENST00000222644.10|ENSG00000105926.16|OTTHUMG00000023507.11|OTTHUMT00000250272.4|PALS2-201|PALS2|8346|protein_coding|	46
ENST00000426450.1|ENSG00000105926.16|OTTHUMG00000023507.11|OTTHUMT00000326845.1|PALS2-204|PALS2|552|nonsense_mediated_decay|	14
ENST00000625307.1|ENSG00000105926.16|OTTHUMG00000023507.11|-|PALS2-209|PALS2|126|protein_coding|	37
ENST00000487020.5|ENSG00000070882.13|OTTHUMG00000023277.8|OTTHUMT00000326885.1|OSBPL3-214|OSBPL3|554|protein_coding_CDS_not_defined|	24
ENST00000409069.5|ENSG00000070882.13|OTTHUMG00000023277.8|OTTHUMT00000326877.1|OSBPL3-204|OSBPL3|2614|protein_coding|	34
ENST00000459987.1|ENSG00000070882.13|OTTHUMG00000023277.8|OTTHUMT00000326882.1|OSBPL3-212|OSBPL3|636|retained_intron|	35
ENST00000441059.5|ENSG00000070882.13|OTTHUMG00000023277.8|OTTHUMT00000326881.3|OSBPL3-211|OSBPL3|540|protein_coding|	25
ENST00000495802.5|ENSG00000005020.13|OTTHUMG00000023495.5|OTTHUMT00000328283.1|SKAP2-208|SKAP2|554|protein_coding_CDS_not_defined|	45
ENST00000432747.1|ENSG00000005020.13|OTTHUMG00000023495.5|OTTHUMT00000328285.2|SKAP2-202|SKAP2|577|protein_coding|	10
ENST00000490456.6|ENSG00000005020.13|OTTHUMG00000023495.5|OTTHUMT00000328282.1|SKAP2-207|SKAP2|558|protein_coding_CDS_not_defined|	55
ENST00000497511.5|ENSG00000005020.13|OTTHUMG00000023495.5|OTTHUMT00000328286.1|SKAP2-209|SKAP2|585|protein_coding_CDS_not_defined|	44
ENST00000487720.1|ENSG00000005020.13|OTTHUMG00000023495.5|OTTHUMT00000328284.1|SKAP2-205|SKAP2|536|protein_coding_CDS_not_defined|	27
ENST00000427814.5|ENSG00000153814.13|OTTHUMG00000128545.8|OTTHUMT00000327767.1|JAZF1-203|JAZF1|2919|protein_coding|	9
ENST00000283928.10|ENSG00000153814.13|OTTHUMG00000128545.8|OTTHUMT00000250382.3|JAZF1-201|JAZF1|3173|protein_coding|	22
ENST00000447620.5|ENSG00000153814.13|OTTHUMG00000128545.8|OTTHUMT00000327763.2|JAZF1-205|JAZF1|585|protein_coding|	47
ENST00000452993.5|ENSG00000153814.13|OTTHUMG00000128545.8|OTTHUMT00000327764.1|JAZF1-206|JAZF1|564|nonsense_mediated_decay|	22
ENST00000454041.1|ENSG00000153814.13|OTTHUMG00000128545.8|OTTHUMT00000327765.1|JAZF1-207|JAZF1|503|protein_coding_CDS_not_defined|	14
ENST00000297157.8|ENSG00000164610.10|OTTHUMG00000152988.3|OTTHUMT00000328914.2|RP9-201|RP9|1135|protein_coding|	23
ENST00000492391.2|ENSG00000164610.10|OTTHUMG00000152988.3|-|RP9-204|RP9|2088|retained_intron|	2
ENST00000448915.1|ENSG00000164610.10|OTTHUMG00000152988.3|OTTHUMT00000328917.2|RP9-202|RP9|629|protein_coding|	67
ENST00000684207.1|ENSG00000164610.10|OTTHUMG00000152988.3|-|RP9-207|RP9|1656|protein_coding|	27
ENST00000437235.7|ENSG00000228878.10|OTTHUMG00000155061.4|OTTHUMT00000338282.3|SEPTIN7-DT-203|SEPTIN7-DT|3810|lncRNA|	23
ENST00000670426.1|ENSG00000228878.10|OTTHUMG00000155061.4|OTTHUMT00000523596.1|SEPTIN7-DT-206|SEPTIN7-DT|3970|lncRNA|	6
ENST00000665516.1|ENSG00000228878.10|OTTHUMG00000155061.4|OTTHUMT00000523597.1|SEPTIN7-DT-205|SEPTIN7-DT|3789|lncRNA|	14
ENST00000424194.1|ENSG00000228878.10|OTTHUMG00000155061.4|OTTHUMT00000338283.1|SEPTIN7-DT-202|SEPTIN7-DT|531|lncRNA|	19
ENST00000430942.5|ENSG00000122678.17|OTTHUMG00000155353.3|OTTHUMT00000339593.1|POLM-206|POLM|2561|nonsense_mediated_decay|	26
ENST00000467607.1|ENSG00000122678.17|OTTHUMG00000155353.3|OTTHUMT00000339609.1|POLM-212|POLM|580|retained_intron|	36
ENST00000434229.5|ENSG00000122678.17|OTTHUMG00000155353.3|OTTHUMT00000339600.1|POLM-207|POLM|1174|nonsense_mediated_decay|	29
ENST00000452049.1|ENSG00000122678.17|OTTHUMG00000155353.3|OTTHUMT00000339603.2|POLM-210|POLM|587|protein_coding|	13
ENST00000483644.1|ENSG00000122678.17|OTTHUMG00000155353.3|OTTHUMT00000339606.1|POLM-213|POLM|561|retained_intron|	28
ENST00000275525.8|ENSG00000146678.10|OTTHUMG00000152343.4|OTTHUMT00000251355.3|IGFBP1-201|IGFBP1|1514|protein_coding|	81
ENST00000468955.1|ENSG00000146678.10|OTTHUMG00000152343.4|OTTHUMT00000353840.1|IGFBP1-203|IGFBP1|1369|protein_coding|	165
ENST00000613132.5|ENSG00000146674.16|OTTHUMG00000023769.10|OTTHUMT00000251356.3|IGFBP3-209|IGFBP3|2613|protein_coding|	2
ENST00000381086.9|ENSG00000146674.16|OTTHUMG00000023769.10|OTTHUMT00000340042.3|IGFBP3-202|IGFBP3|2322|protein_coding|	11
ENST00000428530.5|ENSG00000146674.16|OTTHUMG00000023769.10|OTTHUMT00000340052.1|IGFBP3-204|IGFBP3|894|protein_coding|	7
ENST00000448817.1|ENSG00000146674.16|OTTHUMG00000023769.10|OTTHUMT00000340048.3|IGFBP3-205|IGFBP3|571|protein_coding|	14
ENST00000615193.4|ENSG00000132437.18|OTTHUMG00000023353.7|-|DDC-212|DDC|1674|protein_coding|	14
ENST00000444733.5|ENSG00000132437.18|OTTHUMG00000023353.7|OTTHUMT00000342599.1|DDC-208|DDC|1725|nonsense_mediated_decay|	9
ENST00000494914.1|ENSG00000132437.18|OTTHUMG00000023353.7|OTTHUMT00000342601.1|DDC-210|DDC|891|retained_intron|	20
ENST00000380984.4|ENSG00000132437.18|OTTHUMG00000023353.7|OTTHUMT00000364901.1|DDC-202|DDC|1366|protein_coding|	4
ENST00000489162.1|ENSG00000132437.18|OTTHUMG00000023353.7|OTTHUMT00000342603.1|DDC-209|DDC|671|protein_coding_CDS_not_defined|	45
ENST00000476730.1|ENSG00000198039.12|OTTHUMG00000149837.3|OTTHUMT00000344867.1|ZNF273-205|ZNF273|2283|protein_coding_CDS_not_defined|	45
ENST00000465954.1|ENSG00000198039.12|OTTHUMG00000149837.3|OTTHUMT00000344868.1|ZNF273-202|ZNF273|612|protein_coding_CDS_not_defined|	32
ENST00000471926.1|ENSG00000198039.12|OTTHUMG00000149837.3|OTTHUMT00000344866.1|ZNF273-203|ZNF273|569|protein_coding_CDS_not_defined|	33
ENST00000489672.5|ENSG00000198039.12|OTTHUMG00000149837.3|OTTHUMT00000313504.1|ZNF273-206|ZNF273|1472|protein_coding_CDS_not_defined|	29
ENST00000476120.2|ENSG00000198039.12|OTTHUMG00000149837.3|OTTHUMT00000313502.1|ZNF273-204|ZNF273|3698|protein_coding|	14
ENST00000639011.1|ENSG00000291136.1|-|OTTHUMT00000492423.1|ENST00000639011|ENSG00000291136|1819|lncRNA|	15
ENST00000692299.1|ENSG00000291136.1|-|-|ENST00000692299|ENSG00000291136|1736|lncRNA|	27
ENST00000686269.2|ENSG00000291136.1|-|-|ENST00000686269|ENSG00000291136|1906|lncRNA|	32
ENST00000625310.1|ENSG00000291136.1|-|OTTHUMT00000480748.1|ENST00000625310|ENSG00000291136|1028|lncRNA|	19
ENST00000638711.1|ENSG00000291136.1|-|OTTHUMT00000492424.1|ENST00000638711|ENSG00000291136|2103|lncRNA|	17
ENST00000692179.2|ENSG00000291136.1|-|-|ENST00000692179|ENSG00000291136|719|lncRNA|	7
ENST00000428370.1|ENSG00000229180.10|OTTHUMG00000156758.3|OTTHUMT00000345613.2|RABGEF1P1-201|RABGEF1P1|579|transcribed_unprocessed_pseudogene|	27
ENST00000491969.5|ENSG00000198874.14|OTTHUMG00000129723.5|OTTHUMT00000346626.1|TYW1-205|TYW1|495|protein_coding_CDS_not_defined|	44
ENST00000442959.5|ENSG00000198874.14|OTTHUMG00000129723.5|OTTHUMT00000346627.2|TYW1-203|TYW1|563|protein_coding|	32
ENST00000359626.10|ENSG00000198874.14|OTTHUMG00000129723.5|OTTHUMT00000251932.3|TYW1-201|TYW1|3330|protein_coding|	10
ENST00000475392.1|ENSG00000198874.14|OTTHUMG00000129723.5|OTTHUMT00000346628.1|TYW1-204|TYW1|574|retained_intron|	12
ENST00000361660.8|ENSG00000198874.14|OTTHUMG00000129723.5|OTTHUMT00000346619.2|TYW1-202|TYW1|3255|nonsense_mediated_decay|	46
ENST00000445912.5|ENSG00000049540.19|OTTHUMG00000150229.14|OTTHUMT00000348129.1|ELN-220|ELN|2583|protein_coding|	14
ENST00000480728.5|ENSG00000049540.19|OTTHUMG00000150229.14|OTTHUMT00000348270.1|ELN-228|ELN|545|retained_intron|	21
ENST00000380553.8|ENSG00000049540.19|OTTHUMG00000150229.14|OTTHUMT00000348237.1|ELN-205|ELN|2703|protein_coding|	32
ENST00000419398.1|ENSG00000049540.19|OTTHUMG00000150229.14|OTTHUMT00000348277.1|ELN-213|ELN|489|nonsense_mediated_decay|	43
ENST00000621948.4|ENSG00000290871.1|-|OTTHUMT00000456437.2|GTF2IP1-208|GTF2IP1|2844|retained_intron|	18
ENST00000616377.4|ENSG00000290871.1|-|OTTHUMT00000464409.1|GTF2IP1-204|GTF2IP1|2632|lncRNA|	10
ENST00000615592.1|ENSG00000290871.1|-|OTTHUMT00000456435.2|GTF2IP1-203|GTF2IP1|653|retained_intron|	20
ENST00000611799.1|ENSG00000290871.1|-|OTTHUMT00000456433.2|GTF2IP1-202|GTF2IP1|463|lncRNA|	3
ENST00000619312.1|ENSG00000290871.1|-|OTTHUMT00000456432.2|GTF2IP1-206|GTF2IP1|358|lncRNA|	10
ENST00000614592.4|ENSG00000277053.5|OTTHUMG00000181536.2|OTTHUMT00000456509.2|GTF2IP1-201|GTF2IP1|2047|transcribed_unprocessed_pseudogene|	19
ENST00000435819.5|ENSG00000135218.19|OTTHUMG00000155383.23|OTTHUMT00000339767.6|CD36-209|CD36|2365|protein_coding|	11
ENST00000309881.11|ENSG00000135218.19|OTTHUMG00000155383.23|OTTHUMT00000339772.2|CD36-201|CD36|2094|protein_coding|	10
ENST00000436384.5|ENSG00000135218.19|OTTHUMG00000155383.23|OTTHUMT00000339773.14|CD36-210|CD36|536|protein_coding|	15
ENST00000447544.7|ENSG00000135218.19|OTTHUMG00000155383.23|OTTHUMT00000339781.4|CD36-214|CD36|4598|protein_coding|	19
ENST00000464213.1|ENSG00000135218.19|OTTHUMG00000155383.23|OTTHUMT00000339782.1|CD36-215|CD36|6179|retained_intron|	14
ENST00000488048.1|ENSG00000135218.19|OTTHUMG00000155383.23|OTTHUMT00000339915.4|CD36-219|CD36|496|protein_coding|	24
ENST00000380079.9|ENSG00000127954.13|OTTHUMG00000153853.7|OTTHUMT00000332712.5|STEAP4-202|STEAP4|9991|protein_coding|	7
ENST00000301959.9|ENSG00000127954.13|OTTHUMG00000153853.7|OTTHUMT00000332750.1|STEAP4-201|STEAP4|2321|protein_coding|	59
ENST00000455123.5|ENSG00000105854.13|OTTHUMG00000153948.9|OTTHUMT00000333143.1|PON2-204|PON2|1515|nonsense_mediated_decay|	10
ENST00000433091.6|ENSG00000105854.13|OTTHUMG00000153948.9|OTTHUMT00000333141.2|PON2-202|PON2|1726|protein_coding|	16
ENST00000633192.1|ENSG00000105854.13|OTTHUMG00000153948.9|OTTHUMT00000487268.1|PON2-217|PON2|1876|protein_coding|	11
ENST00000483292.5|ENSG00000105854.13|OTTHUMG00000153948.9|OTTHUMT00000334088.2|PON2-211|PON2|699|nonsense_mediated_decay|	6
ENST00000493290.5|ENSG00000105854.13|OTTHUMG00000153948.9|OTTHUMT00000333146.3|PON2-214|PON2|550|protein_coding|	13
ENST00000478801.5|ENSG00000105854.13|OTTHUMG00000153948.9|OTTHUMT00000333149.3|PON2-210|PON2|555|protein_coding|	19
ENST00000460873.5|ENSG00000105854.13|OTTHUMG00000153948.9|OTTHUMT00000333148.1|PON2-206|PON2|569|protein_coding_CDS_not_defined|	4
ENST00000469716.1|ENSG00000105854.13|OTTHUMG00000153948.9|OTTHUMT00000333151.1|PON2-207|PON2|573|retained_intron|	5
ENST00000462436.1|ENSG00000070669.17|OTTHUMG00000022892.14|OTTHUMT00000333666.1|ASNS-215|ASNS|698|retained_intron|	29
ENST00000437657.5|ENSG00000070669.17|OTTHUMG00000022892.14|OTTHUMT00000334312.5|ASNS-207|ASNS|745|protein_coding|	51
ENST00000448127.1|ENSG00000070669.17|OTTHUMG00000022892.14|OTTHUMT00000334308.3|ASNS-210|ASNS|579|protein_coding|	10
ENST00000695111.1|ENSG00000146834.15|OTTHUMG00000155255.4|-|MEPCE-205|MEPCE|1664|protein_coding|	14
ENST00000695112.1|ENSG00000146834.15|OTTHUMG00000155255.4|-|MEPCE-206|MEPCE|559|protein_coding_CDS_not_defined|	11
ENST00000414441.5|ENSG00000146834.15|OTTHUMG00000155255.4|OTTHUMT00000339136.1|MEPCE-202|MEPCE|2261|protein_coding|	68
ENST00000695113.1|ENSG00000146834.15|OTTHUMG00000155255.4|-|MEPCE-207|MEPCE|2265|protein_coding|	12
ENST00000479201.2|ENSG00000146834.15|OTTHUMG00000155255.4|OTTHUMT00000339272.1|MEPCE-203|MEPCE|1763|protein_coding|	18
ENST00000310512.4|ENSG00000146834.15|OTTHUMG00000155255.4|OTTHUMT00000339135.3|MEPCE-201|MEPCE|2822|protein_coding|	18
ENST00000487125.1|ENSG00000077080.10|OTTHUMG00000159661.4|OTTHUMT00000356750.1|ACTL6B-204|ACTL6B|947|retained_intron|	7
ENST00000485601.5|ENSG00000077080.10|OTTHUMG00000159661.4|OTTHUMT00000356748.1|ACTL6B-203|ACTL6B|1078|retained_intron|	19
ENST00000489904.1|ENSG00000077080.10|OTTHUMG00000159661.4|OTTHUMT00000356749.1|ACTL6B-206|ACTL6B|309|retained_intron|	16
ENST00000440067.4|ENSG00000161040.19|OTTHUMG00000157224.3|OTTHUMT00000348008.2|FBXL13-204|FBXL13|4657|protein_coding|	18
ENST00000694870.1|ENSG00000161040.19|OTTHUMG00000157224.3|-|FBXL13-212|FBXL13|2257|protein_coding|	22
ENST00000694871.1|ENSG00000161040.19|OTTHUMG00000157224.3|-|FBXL13-213|FBXL13|2481|protein_coding|	16
ENST00000379305.7|ENSG00000161040.19|OTTHUMG00000157224.3|OTTHUMT00000348003.1|FBXL13-202|FBXL13|2478|nonsense_mediated_decay|	11
ENST00000436908.5|ENSG00000161040.19|OTTHUMG00000157224.3|OTTHUMT00000348006.1|FBXL13-203|FBXL13|2577|protein_coding_CDS_not_defined|	2
ENST00000456695.6|ENSG00000161040.19|OTTHUMG00000157224.3|OTTHUMT00000348007.1|FBXL13-207|FBXL13|1650|nonsense_mediated_decay|	26
ENST00000480422.1|ENSG00000161040.19|OTTHUMG00000157224.3|OTTHUMT00000348011.1|FBXL13-211|FBXL13|459|protein_coding_CDS_not_defined|	10
ENST00000477915.5|ENSG00000161040.19|OTTHUMG00000157224.3|OTTHUMT00000348010.1|FBXL13-210|FBXL13|743|nonsense_mediated_decay|	14
ENST00000468216.1|ENSG00000161040.19|OTTHUMG00000157224.3|OTTHUMT00000348012.1|FBXL13-208|FBXL13|560|protein_coding_CDS_not_defined|	7
ENST00000678310.1|ENSG00000091136.15|OTTHUMG00000149966.4|-|LAMB1-229|LAMB1|3682|retained_intron|	2
ENST00000677485.1|ENSG00000091136.15|OTTHUMG00000149966.4|-|LAMB1-218|LAMB1|6737|retained_intron|	23
ENST00000678892.1|ENSG00000091136.15|OTTHUMG00000149966.4|-|LAMB1-233|LAMB1|5797|nonsense_mediated_decay|	3
ENST00000677144.1|ENSG00000091136.15|OTTHUMG00000149966.4|-|LAMB1-217|LAMB1|5470|nonsense_mediated_decay|	6
ENST00000676777.1|ENSG00000091136.15|OTTHUMG00000149966.4|-|LAMB1-214|LAMB1|5231|protein_coding|	3
ENST00000677652.1|ENSG00000091136.15|OTTHUMG00000149966.4|OTTHUMT00000314594.1|LAMB1-220|LAMB1|4436|retained_intron|	38
ENST00000393559.2|ENSG00000091136.15|OTTHUMG00000149966.4|OTTHUMT00000314589.2|LAMB1-202|LAMB1|583|protein_coding|	15
ENST00000393486.6|ENSG00000135272.13|OTTHUMG00000023647.9|OTTHUMT00000059968.5|MDFIC-201|MDFIC|5373|protein_coding|	58
ENST00000448022.1|ENSG00000135272.13|OTTHUMG00000023647.9|OTTHUMT00000140189.2|MDFIC-205|MDFIC|484|protein_coding|	35
ENST00000423503.1|ENSG00000135272.13|OTTHUMG00000023647.9|OTTHUMT00000140188.2|MDFIC-202|MDFIC|474|protein_coding|	40
ENST00000427207.5|ENSG00000135272.13|OTTHUMG00000023647.9|OTTHUMT00000140190.2|MDFIC-203|MDFIC|647|protein_coding|	46
ENST00000424702.1|ENSG00000128534.8|OTTHUMG00000156956.5|OTTHUMT00000346775.1|LSM8-204|LSM8|4030|protein_coding|	44
ENST00000422760.1|ENSG00000128534.8|OTTHUMG00000156956.5|OTTHUMT00000346776.1|LSM8-203|LSM8|1920|protein_coding|	69
