transcript_id	counts
ENST00000531531.1|ENSG00000110077.15|OTTHUMG00000167241.4|OTTHUMT00000394283.1|MS4A6A-214|MS4A6A|567|protein_coding|	27
ENST00000533409.1|ENSG00000110077.15|OTTHUMG00000167241.4|OTTHUMT00000394284.3|MS4A6A-218|MS4A6A|682|protein_coding|	12
ENST00000526697.1|ENSG00000110077.15|OTTHUMG00000167241.4|OTTHUMT00000394285.1|MS4A6A-206|MS4A6A|549|retained_intron|	46
ENST00000333449.9|ENSG00000185475.11|OTTHUMG00000167611.4|OTTHUMT00000395362.3|TMEM179B-201|TMEM179B|1043|protein_coding|	14
ENST00000533861.5|ENSG00000185475.11|OTTHUMG00000167611.4|OTTHUMT00000395361.1|TMEM179B-205|TMEM179B|797|protein_coding|	56
ENST00000532345.1|ENSG00000185475.11|OTTHUMG00000167611.4|OTTHUMT00000395675.1|TMEM179B-203|TMEM179B|845|retained_intron|	20
ENST00000526546.1|ENSG00000185475.11|OTTHUMG00000167611.4|OTTHUMT00000395363.1|TMEM179B-202|TMEM179B|400|protein_coding|	30
ENST00000687243.1|ENSG00000255717.9|OTTHUMG00000167743.15|-|SNHG1-264|SNHG1|1033|lncRNA|	8
ENST00000691324.1|ENSG00000255717.9|OTTHUMG00000167743.15|-|SNHG1-271|SNHG1|1551|lncRNA|	14
ENST00000670469.1|ENSG00000255717.9|OTTHUMG00000167743.15|OTTHUMT00000511883.2|SNHG1-251|SNHG1|2470|lncRNA|	11
ENST00000670729.1|ENSG00000255717.9|OTTHUMG00000167743.15|OTTHUMT00000522992.1|SNHG1-253|SNHG1|2763|lncRNA|	13
ENST00000656240.1|ENSG00000255717.9|OTTHUMG00000167743.15|OTTHUMT00000523000.1|SNHG1-229|SNHG1|2456|lncRNA|	62
ENST00000539975.5|ENSG00000255717.9|OTTHUMG00000167743.15|OTTHUMT00000396021.1|SNHG1-212|SNHG1|955|lncRNA|	42
ENST00000663092.1|ENSG00000255717.9|OTTHUMG00000167743.15|OTTHUMT00000523005.1|SNHG1-241|SNHG1|1320|lncRNA|	13
ENST00000545308.5|ENSG00000255717.9|OTTHUMG00000167743.15|OTTHUMT00000396037.1|SNHG1-222|SNHG1|646|retained_intron|	27
ENST00000698852.1|ENSG00000149781.14|OTTHUMG00000167790.8|-|FERMT3-216|FERMT3|3772|protein_coding|	12
ENST00000698861.1|ENSG00000149781.14|OTTHUMG00000167790.8|-|FERMT3-223|FERMT3|2520|protein_coding|	19
ENST00000698862.1|ENSG00000149781.14|OTTHUMG00000167790.8|-|FERMT3-224|FERMT3|2554|nonsense_mediated_decay|	27
ENST00000546255.2|ENSG00000149781.14|OTTHUMG00000167790.8|OTTHUMT00000396970.1|FERMT3-209|FERMT3|2657|retained_intron|	40
ENST00000698874.1|ENSG00000149781.14|OTTHUMG00000167790.8|-|FERMT3-236|FERMT3|2475|protein_coding|	24
ENST00000698875.1|ENSG00000149781.14|OTTHUMG00000167790.8|-|FERMT3-237|FERMT3|2168|retained_intron|	19
ENST00000540957.1|ENSG00000149781.14|OTTHUMG00000167790.8|OTTHUMT00000396299.1|FERMT3-204|FERMT3|588|retained_intron|	9
ENST00000530451.1|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385272.1|SYVN1-212|SYVN1|656|retained_intron|	24
ENST00000294256.12|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385273.1|SYVN1-201|SYVN1|3048|protein_coding|	13
ENST00000526060.5|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385278.1|SYVN1-206|SYVN1|3144|protein_coding|	10
ENST00000527765.1|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385279.1|SYVN1-209|SYVN1|516|protein_coding_CDS_not_defined|	13
ENST00000526121.5|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385280.1|SYVN1-207|SYVN1|578|protein_coding_CDS_not_defined|	10
ENST00000531018.5|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385281.2|SYVN1-213|SYVN1|826|protein_coding|	22
ENST00000532771.5|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385282.1|SYVN1-214|SYVN1|709|nonsense_mediated_decay|	14
ENST00000528487.1|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385285.1|SYVN1-210|SYVN1|775|protein_coding|	12
ENST00000525874.1|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385286.1|SYVN1-205|SYVN1|475|retained_intron|	3
ENST00000533685.1|ENSG00000162298.19|OTTHUMG00000165607.2|OTTHUMT00000385287.1|SYVN1-215|SYVN1|485|retained_intron|	5
ENST00000702924.1|ENSG00000291174.1|-|-|ENST00000702924|ENSG00000291174|454|lncRNA|	27
ENST00000619960.4|ENSG00000291174.1|-|OTTHUMT00000473555.1|ENST00000619960|ENSG00000291174|844|lncRNA|	4
ENST00000637877.1|ENSG00000291174.1|-|OTTHUMT00000488897.1|ENST00000637877|ENSG00000291174|646|lncRNA|	48
ENST00000637245.3|ENSG00000173727.15|OTTHUMG00000186654.3|OTTHUMT00000490981.1|FAUP4-201|FAUP4|208|transcribed_unprocessed_pseudogene|	12
ENST00000531240.5|ENSG00000174996.12|OTTHUMG00000133757.5|OTTHUMT00000391810.2|KLC2-213|KLC2|559|protein_coding|	11
ENST00000316924.9|ENSG00000174996.12|OTTHUMG00000133757.5|OTTHUMT00000258200.1|KLC2-201|KLC2|2990|protein_coding|	26
ENST00000394078.5|ENSG00000174996.12|OTTHUMG00000133757.5|OTTHUMT00000258201.2|KLC2-205|KLC2|1557|protein_coding|	4
ENST00000394066.6|ENSG00000174996.12|OTTHUMG00000133757.5|OTTHUMT00000258203.2|KLC2-203|KLC2|2591|protein_coding|	8
ENST00000483152.1|ENSG00000174996.12|OTTHUMG00000133757.5|OTTHUMT00000258208.1|KLC2-211|KLC2|670|retained_intron|	14
ENST00000534023.1|ENSG00000174996.12|OTTHUMG00000133757.5|OTTHUMT00000258207.2|KLC2-214|KLC2|362|retained_intron|	29
ENST00000526246.5|ENSG00000174791.11|OTTHUMG00000167085.3|OTTHUMT00000392979.1|RIN1-203|RIN1|4416|retained_intron|	21
ENST00000534824.5|ENSG00000174791.11|OTTHUMG00000167085.3|OTTHUMT00000392982.1|RIN1-207|RIN1|1834|nonsense_mediated_decay|	17
ENST00000530056.1|ENSG00000174791.11|OTTHUMG00000167085.3|OTTHUMT00000392983.1|RIN1-205|RIN1|2122|protein_coding|	46
ENST00000524804.1|ENSG00000174791.11|OTTHUMG00000167085.3|OTTHUMT00000392992.1|RIN1-202|RIN1|847|protein_coding_CDS_not_defined|	24
ENST00000530745.3|ENSG00000174791.11|OTTHUMG00000167085.3|OTTHUMT00000392984.2|RIN1-206|RIN1|1872|nonsense_mediated_decay|	6
ENST00000627248.1|ENSG00000174791.11|OTTHUMG00000167085.3|-|RIN1-208|RIN1|243|protein_coding|	36
ENST00000398645.6|ENSG00000173120.15|OTTHUMG00000167103.3|OTTHUMT00000393139.1|KDM2A-202|KDM2A|6511|protein_coding|	5
ENST00000528380.1|ENSG00000173120.15|OTTHUMG00000167103.3|OTTHUMT00000393143.1|KDM2A-209|KDM2A|455|protein_coding_CDS_not_defined|	12
ENST00000526258.5|ENSG00000173120.15|OTTHUMG00000167103.3|OTTHUMT00000393144.1|KDM2A-207|KDM2A|5671|protein_coding_CDS_not_defined|	57
ENST00000517637.2|ENSG00000173120.15|OTTHUMG00000167103.3|OTTHUMT00000393149.1|KDM2A-203|KDM2A|463|protein_coding_CDS_not_defined|	15
ENST00000700522.1|ENSG00000110066.16|OTTHUMG00000150484.8|-|KMT5B-218|KMT5B|3942|nonsense_mediated_decay|	17
ENST00000524672.3|ENSG00000110066.16|OTTHUMG00000150484.8|OTTHUMT00000394536.1|KMT5B-213|KMT5B|3779|protein_coding_CDS_not_defined|	24
ENST00000441488.6|ENSG00000110066.16|OTTHUMG00000150484.8|OTTHUMT00000318329.3|KMT5B-209|KMT5B|2816|nonsense_mediated_decay|	32
ENST00000458496.2|ENSG00000110066.16|OTTHUMG00000150484.8|OTTHUMT00000318322.2|KMT5B-211|KMT5B|2458|protein_coding|	15
ENST00000323599.10|ENSG00000110066.16|OTTHUMG00000150484.8|OTTHUMT00000394534.1|KMT5B-202|KMT5B|653|nonsense_mediated_decay|	10
ENST00000533127.5|ENSG00000110075.15|OTTHUMG00000167596.6|OTTHUMT00000395334.3|PPP6R3-224|PPP6R3|551|protein_coding|	56
ENST00000534534.5|ENSG00000110075.15|OTTHUMG00000167596.6|OTTHUMT00000395280.1|PPP6R3-226|PPP6R3|2968|protein_coding|	32
ENST00000393801.7|ENSG00000110075.15|OTTHUMG00000167596.6|OTTHUMT00000395283.1|PPP6R3-204|PPP6R3|5069|protein_coding|	13
ENST00000265636.9|ENSG00000110075.15|OTTHUMG00000167596.6|OTTHUMT00000395284.1|PPP6R3-201|PPP6R3|4794|protein_coding|	28
ENST00000531432.1|ENSG00000110075.15|OTTHUMG00000167596.6|OTTHUMT00000395291.1|PPP6R3-223|PPP6R3|589|retained_intron|	35
ENST00000534190.5|ENSG00000110075.15|OTTHUMG00000167596.6|OTTHUMT00000395292.1|PPP6R3-225|PPP6R3|1980|protein_coding|	2
ENST00000675119.1|ENSG00000132740.10|OTTHUMG00000167894.2|-|IGHMBP2-224|IGHMBP2|487|nonsense_mediated_decay|	23
ENST00000675464.1|ENSG00000132740.10|OTTHUMG00000167894.2|-|IGHMBP2-230|IGHMBP2|343|protein_coding|	6
ENST00000568742.1|ENSG00000132740.10|OTTHUMG00000167894.2|OTTHUMT00000421714.1|IGHMBP2-212|IGHMBP2|540|protein_coding_CDS_not_defined|	27
ENST00000675916.1|ENSG00000132740.10|OTTHUMG00000167894.2|-|IGHMBP2-241|IGHMBP2|2283|nonsense_mediated_decay|	8
ENST00000602381.2|ENSG00000247137.9|OTTHUMG00000167033.4|OTTHUMT00000467570.2|ANKRD42-DT-208|ANKRD42-DT|734|lncRNA|	25
ENST00000665524.1|ENSG00000247137.9|OTTHUMG00000167033.4|OTTHUMT00000524525.1|ANKRD42-DT-210|ANKRD42-DT|2515|lncRNA|	26
ENST00000528524.5|ENSG00000247137.9|OTTHUMG00000167033.4|OTTHUMT00000392556.1|ANKRD42-DT-203|ANKRD42-DT|549|lncRNA|	42
ENST00000529031.5|ENSG00000247137.9|OTTHUMG00000167033.4|OTTHUMT00000392558.1|ANKRD42-DT-204|ANKRD42-DT|435|lncRNA|	3
ENST00000529811.5|ENSG00000247137.9|OTTHUMG00000167033.4|OTTHUMT00000392559.1|ANKRD42-DT-206|ANKRD42-DT|429|lncRNA|	42
ENST00000354755.5|ENSG00000149201.10|OTTHUMG00000167213.3|OTTHUMT00000393754.1|CCDC81-201|CCDC81|2510|protein_coding|	43
ENST00000531271.5|ENSG00000149201.10|OTTHUMG00000167213.3|OTTHUMT00000393755.2|CCDC81-207|CCDC81|543|protein_coding|	14
ENST00000530845.5|ENSG00000149201.10|OTTHUMG00000167213.3|OTTHUMT00000393757.1|CCDC81-206|CCDC81|584|retained_intron|	25
ENST00000532466.5|ENSG00000149201.10|OTTHUMG00000167213.3|OTTHUMT00000393758.1|CCDC81-210|CCDC81|582|retained_intron|	5
ENST00000529603.5|ENSG00000149201.10|OTTHUMG00000167213.3|OTTHUMT00000393760.1|CCDC81-205|CCDC81|550|retained_intron|	11
ENST00000528728.1|ENSG00000149201.10|OTTHUMG00000167213.3|OTTHUMT00000393761.1|CCDC81-204|CCDC81|1814|protein_coding|	8
ENST00000531587.5|ENSG00000149201.10|OTTHUMG00000167213.3|OTTHUMT00000393762.1|CCDC81-208|CCDC81|1647|retained_intron|	11
ENST00000340353.11|ENSG00000166575.17|OTTHUMG00000167248.4|OTTHUMT00000393869.2|TMEM135-202|TMEM135|3938|protein_coding|	38
ENST00000305494.6|ENSG00000166575.17|OTTHUMG00000167248.4|OTTHUMT00000393875.2|TMEM135-201|TMEM135|8980|protein_coding|	11
ENST00000532959.5|ENSG00000166575.17|OTTHUMG00000167248.4|OTTHUMT00000393873.1|TMEM135-209|TMEM135|1149|protein_coding|	6
ENST00000525018.5|ENSG00000166575.17|OTTHUMG00000167248.4|OTTHUMT00000393874.2|TMEM135-203|TMEM135|753|protein_coding|	20
ENST00000531643.1|ENSG00000166575.17|OTTHUMG00000167248.4|OTTHUMT00000393877.1|TMEM135-207|TMEM135|1319|retained_intron|	10
ENST00000528861.1|ENSG00000166575.17|OTTHUMG00000167248.4|OTTHUMT00000393878.1|TMEM135-205|TMEM135|1146|retained_intron|	59
ENST00000702066.1|ENSG00000281655.3|OTTHUMG00000168098.2|-|ENST00000702066|ENSG00000281655|1048|lncRNA|	8
ENST00000629499.2|ENSG00000281655.3|OTTHUMG00000168098.2|OTTHUMT00000398127.2|ENST00000629499|ENSG00000281655|1100|lncRNA|	25
ENST00000702510.1|ENSG00000281655.3|OTTHUMG00000168098.2|-|ENST00000702510|ENSG00000281655|1106|lncRNA|	16
ENST00000702600.1|ENSG00000281655.3|OTTHUMG00000168098.2|-|ENST00000702600|ENSG00000281655|962|lncRNA|	8
ENST00000531837.2|ENSG00000182359.15|OTTHUMG00000166251.5|OTTHUMT00000388706.3|KBTBD3-205|KBTBD3|3840|protein_coding|	3
ENST00000531482.2|ENSG00000182359.15|OTTHUMG00000166251.5|OTTHUMT00000388708.2|KBTBD3-204|KBTBD3|874|protein_coding|	28
ENST00000528483.1|ENSG00000182359.15|OTTHUMG00000166251.5|OTTHUMT00000388709.1|KBTBD3-203|KBTBD3|504|retained_intron|	27
ENST00000526805.1|ENSG00000182359.15|OTTHUMG00000166251.5|OTTHUMT00000388710.1|KBTBD3-202|KBTBD3|741|retained_intron|	37
ENST00000260283.8|ENSG00000137727.13|OTTHUMG00000166590.2|OTTHUMT00000390628.1|ARHGAP20-201|ARHGAP20|6189|protein_coding|	28
ENST00000529591.5|ENSG00000137727.13|OTTHUMG00000166590.2|OTTHUMT00000390629.2|ARHGAP20-205|ARHGAP20|2623|protein_coding|	9
ENST00000528829.5|ENSG00000137727.13|OTTHUMG00000166590.2|OTTHUMT00000390631.1|ARHGAP20-204|ARHGAP20|5880|protein_coding|	12
ENST00000533353.5|ENSG00000137727.13|OTTHUMG00000166590.2|OTTHUMT00000390632.1|ARHGAP20-206|ARHGAP20|6066|protein_coding|	25
ENST00000527598.1|ENSG00000137727.13|OTTHUMG00000166590.2|OTTHUMT00000390633.1|ARHGAP20-203|ARHGAP20|5998|protein_coding|	22
ENST00000640554.1|ENSG00000204370.14|OTTHUMG00000166997.5|OTTHUMT00000491495.1|SDHD-209|SDHD|727|nonsense_mediated_decay|	9
ENST00000528182.5|ENSG00000204370.14|OTTHUMG00000166997.5|OTTHUMT00000392352.1|SDHD-206|SDHD|754|protein_coding|	33
ENST00000530923.6|ENSG00000204370.14|OTTHUMG00000166997.5|OTTHUMT00000392357.1|SDHD-207|SDHD|762|nonsense_mediated_decay|	23
ENST00000375549.8|ENSG00000204370.14|OTTHUMG00000166997.5|OTTHUMT00000392351.2|SDHD-201|SDHD|1339|protein_coding|	5
ENST00000528021.6|ENSG00000204370.14|OTTHUMG00000166997.5|OTTHUMT00000392354.3|SDHD-204|SDHD|1074|protein_coding|	28
ENST00000525291.5|ENSG00000204370.14|OTTHUMG00000166997.5|OTTHUMT00000392356.1|SDHD-202|SDHD|790|protein_coding|	11
ENST00000534921.3|ENSG00000095110.9|OTTHUMG00000168284.3|OTTHUMT00000399164.3|NXPE1-202|NXPE1|4972|protein_coding|	37
ENST00000536271.5|ENSG00000095110.9|OTTHUMG00000168284.3|OTTHUMT00000399159.1|NXPE1-203|NXPE1|2289|retained_intron|	12
ENST00000251921.6|ENSG00000095110.9|OTTHUMG00000168284.3|OTTHUMT00000399160.2|NXPE1-201|NXPE1|1888|protein_coding|	30
ENST00000536312.5|ENSG00000095110.9|OTTHUMG00000168284.3|OTTHUMT00000399162.1|NXPE1-204|NXPE1|2006|protein_coding|	30
ENST00000539878.5|ENSG00000095110.9|OTTHUMG00000168284.3|OTTHUMT00000399163.2|NXPE1-205|NXPE1|543|protein_coding|	28
ENST00000499809.1|ENSG00000246100.5|OTTHUMG00000168216.3|OTTHUMT00000398858.1|LINC00900-201|LINC00900|3322|lncRNA|	23
ENST00000501294.1|ENSG00000246100.5|OTTHUMG00000168216.3|OTTHUMT00000398859.1|LINC00900-202|LINC00900|982|lncRNA|	5
ENST00000514294.2|ENSG00000246100.5|OTTHUMG00000168216.3|OTTHUMT00000398860.1|LINC00900-203|LINC00900|995|lncRNA|	29
ENST00000535683.1|ENSG00000246100.5|OTTHUMG00000168216.3|OTTHUMT00000398862.1|LINC00900-204|LINC00900|504|lncRNA|	14
ENST00000602803.1|ENSG00000246100.5|OTTHUMG00000168216.3|OTTHUMT00000467953.1|LINC00900-206|LINC00900|578|lncRNA|	20
ENST00000690724.1|ENSG00000246100.5|OTTHUMG00000168216.3|-|LINC00900-211|LINC00900|507|lncRNA|	105
ENST00000445177.6|ENSG00000160584.17|OTTHUMG00000066628.12|OTTHUMT00000142859.1|SIK3-204|SIK3|6364|protein_coding|	6
ENST00000375300.6|ENSG00000160584.17|OTTHUMG00000066628.12|OTTHUMT00000142858.2|SIK3-201|SIK3|6207|protein_coding|	8
ENST00000446921.6|ENSG00000160584.17|OTTHUMG00000066628.12|OTTHUMT00000319396.2|SIK3-205|SIK3|3858|protein_coding|	5
ENST00000480468.1|ENSG00000160584.17|OTTHUMG00000066628.12|OTTHUMT00000142863.1|SIK3-210|SIK3|2237|retained_intron|	8
ENST00000480222.1|ENSG00000160584.17|OTTHUMG00000066628.12|OTTHUMT00000142868.3|SIK3-209|SIK3|665|retained_intron|	31
ENST00000472648.1|ENSG00000160584.17|OTTHUMG00000066628.12|OTTHUMT00000142867.2|SIK3-208|SIK3|267|retained_intron|	13
ENST00000497049.5|ENSG00000160584.17|OTTHUMG00000066628.12|OTTHUMT00000142865.5|SIK3-213|SIK3|715|protein_coding_CDS_not_defined|	22
ENST00000419197.6|ENSG00000168092.14|OTTHUMG00000167064.4|-|PAFAH1B2-202|PAFAH1B2|2517|protein_coding|	25
ENST00000527958.6|ENSG00000168092.14|OTTHUMG00000167064.4|OTTHUMT00000392826.3|PAFAH1B2-204|PAFAH1B2|4175|protein_coding|	18
ENST00000529887.6|ENSG00000168092.14|OTTHUMG00000167064.4|OTTHUMT00000392832.2|PAFAH1B2-205|PAFAH1B2|1056|protein_coding|	10
ENST00000526888.1|ENSG00000168092.14|OTTHUMG00000167064.4|OTTHUMT00000392829.1|PAFAH1B2-203|PAFAH1B2|1099|protein_coding_CDS_not_defined|	20
ENST00000533206.1|ENSG00000168092.14|OTTHUMG00000167064.4|OTTHUMT00000392834.1|PAFAH1B2-207|PAFAH1B2|685|retained_intron|	9
ENST00000533677.1|ENSG00000168092.14|OTTHUMG00000167064.4|OTTHUMT00000392835.1|PAFAH1B2-208|PAFAH1B2|756|retained_intron|	16
ENST00000695666.1|ENSG00000167286.11|OTTHUMG00000166970.1|-|CD3D-206|CD3D|1370|retained_intron|	6
ENST00000300692.9|ENSG00000167286.11|OTTHUMG00000166970.1|OTTHUMT00000392128.1|CD3D-201|CD3D|701|protein_coding|	6
ENST00000534687.5|ENSG00000167286.11|OTTHUMG00000166970.1|OTTHUMT00000392129.1|CD3D-205|CD3D|483|protein_coding_CDS_not_defined|	21
ENST00000695667.1|ENSG00000167286.11|OTTHUMG00000166970.1|-|CD3D-207|CD3D|887|retained_intron|	27
ENST00000529594.5|ENSG00000167286.11|OTTHUMG00000166970.1|OTTHUMT00000392130.1|CD3D-204|CD3D|422|protein_coding|	4
ENST00000392884.2|ENSG00000167286.11|OTTHUMG00000166970.1|OTTHUMT00000392131.1|CD3D-202|CD3D|476|protein_coding|	14
ENST00000695668.1|ENSG00000167286.11|OTTHUMG00000166970.1|-|CD3D-208|CD3D|2443|retained_intron|	6
ENST00000536185.5|ENSG00000256269.11|OTTHUMG00000168295.13|OTTHUMT00000399303.1|HMBS-206|HMBS|441|protein_coding_CDS_not_defined|	25
ENST00000545621.5|ENSG00000256269.11|OTTHUMG00000168295.13|OTTHUMT00000399187.2|HMBS-220|HMBS|1282|nonsense_mediated_decay|	23
ENST00000442944.7|ENSG00000256269.11|OTTHUMG00000168295.13|OTTHUMT00000399189.3|HMBS-202|HMBS|1448|protein_coding|	44
ENST00000535793.5|ENSG00000256269.11|OTTHUMG00000168295.13|OTTHUMT00000399196.1|HMBS-205|HMBS|832|nonsense_mediated_decay|	18
ENST00000392841.1|ENSG00000256269.11|OTTHUMG00000168295.13|OTTHUMT00000500999.1|HMBS-201|HMBS|1411|protein_coding|	8
ENST00000528502.5|ENSG00000076706.17|OTTHUMG00000166197.7|OTTHUMT00000388346.1|MCAM-207|MCAM|478|protein_coding_CDS_not_defined|	30
ENST00000530144.6|ENSG00000076706.17|OTTHUMG00000166197.7|OTTHUMT00000388351.3|MCAM-214|MCAM|909|protein_coding_CDS_not_defined|	84
ENST00000260187.7|ENSG00000036672.16|OTTHUMG00000166200.3|OTTHUMT00000388361.3|USP2-201|USP2|3697|protein_coding|	6
ENST00000525735.1|ENSG00000036672.16|OTTHUMG00000166200.3|OTTHUMT00000388363.1|USP2-204|USP2|1704|protein_coding|	13
ENST00000525189.5|ENSG00000036672.16|OTTHUMG00000166200.3|OTTHUMT00000388364.1|USP2-203|USP2|670|retained_intron|	26
ENST00000532613.1|ENSG00000036672.16|OTTHUMG00000166200.3|OTTHUMT00000388365.1|USP2-207|USP2|637|retained_intron|	9
ENST00000531070.1|ENSG00000036672.16|OTTHUMG00000166200.3|OTTHUMT00000388367.1|USP2-206|USP2|677|protein_coding|	26
ENST00000527843.1|ENSG00000036672.16|OTTHUMG00000166200.3|OTTHUMT00000388368.1|USP2-205|USP2|563|protein_coding|	15
ENST00000397843.7|ENSG00000196914.9|OTTHUMG00000166143.4|OTTHUMT00000388052.2|ARHGEF12-202|ARHGEF12|10326|protein_coding|	33
ENST00000532993.5|ENSG00000196914.9|OTTHUMG00000166143.4|OTTHUMT00000388053.1|ARHGEF12-213|ARHGEF12|8753|protein_coding|	27
ENST00000525960.1|ENSG00000196914.9|OTTHUMG00000166143.4|OTTHUMT00000388057.1|ARHGEF12-204|ARHGEF12|468|retained_intron|	39
ENST00000525222.1|ENSG00000196914.9|OTTHUMG00000166143.4|OTTHUMT00000388059.1|ARHGEF12-203|ARHGEF12|2795|retained_intron|	27
ENST00000612968.1|ENSG00000196914.9|OTTHUMG00000166143.4|OTTHUMT00000474954.1|ARHGEF12-214|ARHGEF12|1350|retained_intron|	21
ENST00000530747.5|ENSG00000196914.9|OTTHUMG00000166143.4|OTTHUMT00000388060.1|ARHGEF12-210|ARHGEF12|1930|retained_intron|	30
ENST00000527125.1|ENSG00000166257.10|OTTHUMG00000166006.3|OTTHUMT00000387411.1|SCN3B-203|SCN3B|3289|retained_intron|	10
ENST00000655686.1|ENSG00000166257.10|OTTHUMG00000166006.3|OTTHUMT00000505234.1|SCN3B-205|SCN3B|1504|protein_coding_CDS_not_defined|	30
ENST00000392770.6|ENSG00000166257.10|OTTHUMG00000166006.3|OTTHUMT00000387412.2|SCN3B-202|SCN3B|6061|protein_coding|	35
ENST00000657191.1|ENSG00000166257.10|OTTHUMG00000166006.3|OTTHUMT00000387414.3|SCN3B-207|SCN3B|5388|protein_coding|	26
ENST00000657123.1|ENSG00000166257.10|OTTHUMG00000166006.3|OTTHUMT00000387415.3|SCN3B-206|SCN3B|5408|protein_coding|	5
ENST00000667790.1|ENSG00000166257.10|OTTHUMG00000166006.3|OTTHUMT00000505236.1|SCN3B-209|SCN3B|4703|nonsense_mediated_decay|	3
ENST00000530277.5|ENSG00000166257.10|OTTHUMG00000166006.3|OTTHUMT00000387413.2|SCN3B-204|SCN3B|3984|protein_coding|	16
ENST00000449321.5|ENSG00000110002.16|OTTHUMG00000165971.3|OTTHUMT00000387275.1|VWA5A-204|VWA5A|1978|protein_coding|	29
ENST00000392748.5|ENSG00000110002.16|OTTHUMG00000165971.3|-|VWA5A-203|VWA5A|3419|protein_coding|	21
ENST00000456829.7|ENSG00000110002.16|OTTHUMG00000165971.3|OTTHUMT00000387273.2|VWA5A-205|VWA5A|4300|protein_coding|	83
ENST00000533623.1|ENSG00000110002.16|OTTHUMG00000165971.3|OTTHUMT00000387279.1|VWA5A-206|VWA5A|540|retained_intron|	45
ENST00000263593.8|ENSG00000110013.13|OTTHUMG00000165926.3|OTTHUMT00000387070.2|SIAE-201|SIAE|5441|protein_coding|	2
ENST00000545756.5|ENSG00000110013.13|OTTHUMG00000165926.3|-|SIAE-205|SIAE|2921|protein_coding|	7
ENST00000618733.4|ENSG00000110013.13|OTTHUMG00000165926.3|OTTHUMT00000473775.1|SIAE-206|SIAE|1980|protein_coding|	41
ENST00000533613.1|ENSG00000110013.13|OTTHUMG00000165926.3|OTTHUMT00000387071.1|SIAE-204|SIAE|568|retained_intron|	19
ENST00000436137.2|ENSG00000110013.13|OTTHUMG00000165926.3|OTTHUMT00000387072.1|SIAE-202|SIAE|2272|retained_intron|	34
ENST00000677721.1|ENSG00000110080.20|OTTHUMG00000165830.4|-|ST3GAL4-225|ST3GAL4|1556|nonsense_mediated_decay|	17
ENST00000356132.9|ENSG00000110080.20|OTTHUMG00000165830.4|-|ST3GAL4-202|ST3GAL4|1812|protein_coding|	31
ENST00000526727.5|ENSG00000110080.20|OTTHUMG00000165830.4|OTTHUMT00000386470.1|ST3GAL4-209|ST3GAL4|1967|protein_coding|	23
ENST00000533826.1|ENSG00000110080.20|OTTHUMG00000165830.4|OTTHUMT00000386478.1|ST3GAL4-216|ST3GAL4|1037|retained_intron|	18
ENST00000304538.10|ENSG00000170325.16|OTTHUMG00000165762.2|OTTHUMT00000386075.1|PRDM10-201|PRDM10|5817|protein_coding|	53
ENST00000423662.6|ENSG00000170325.16|OTTHUMG00000165762.2|OTTHUMT00000386077.1|PRDM10-204|PRDM10|5998|protein_coding|	20
ENST00000526082.5|ENSG00000170325.16|OTTHUMG00000165762.2|OTTHUMT00000386079.1|PRDM10-205|PRDM10|3308|protein_coding|	19
ENST00000266383.10|ENSG00000139044.12|OTTHUMG00000129283.7|OTTHUMT00000251406.3|B4GALNT3-201|B4GALNT3|5493|protein_coding|	54
ENST00000540836.1|ENSG00000139044.12|OTTHUMG00000129283.7|OTTHUMT00000397866.1|B4GALNT3-205|B4GALNT3|540|retained_intron|	38
ENST00000647602.1|ENSG00000139044.12|OTTHUMG00000129283.7|OTTHUMT00000499052.1|B4GALNT3-207|B4GALNT3|5492|retained_intron|	42
ENST00000535402.1|ENSG00000139044.12|OTTHUMG00000129283.7|OTTHUMT00000397869.2|B4GALNT3-203|B4GALNT3|4590|retained_intron|	29
ENST00000543818.5|ENSG00000166159.11|OTTHUMG00000168088.4|-|LRTM2-208|LRTM2|3986|protein_coding|	51
ENST00000542529.5|ENSG00000166159.11|OTTHUMG00000168088.4|OTTHUMT00000398049.2|LRTM2-205|LRTM2|559|protein_coding_CDS_not_defined|	18
ENST00000544489.5|ENSG00000166159.11|OTTHUMG00000168088.4|OTTHUMT00000398052.1|LRTM2-209|LRTM2|638|protein_coding_CDS_not_defined|	14
ENST00000540378.1|ENSG00000166159.11|OTTHUMG00000168088.4|OTTHUMT00000398053.1|LRTM2-204|LRTM2|537|protein_coding_CDS_not_defined|	27
ENST00000535041.5|ENSG00000166159.11|OTTHUMG00000168088.4|OTTHUMT00000398055.1|LRTM2-202|LRTM2|3236|protein_coding|	9
ENST00000444315.6|ENSG00000011105.14|OTTHUMG00000150333.7|OTTHUMT00000398626.1|TSPAN9-204|TSPAN9|570|nonsense_mediated_decay|	24
